Namespace(augment=False, batchSize=32, beta1=0.5, cuda=True, data='lung', decay_lr=False, dropout=0.5, earlystop=False, experiment='sb37', imgSize=299, init='normal', lr=0.001, metadata=False, method='average', model='', nc=3, ngpu=1, niter=25, nonlinearity='relu', optimizer='Adam')

old comet version (0.1.68) detected. current: 1.0.10 please update your comet lib with command: `pip install --no-cache-dir --upgrade comet_ml`

Experiment is live on comet.ml https://www.comet.ml/charrrrtreuse/general/30070a2e0f964a85af9689ab1d61bcf7

Random Seed:  5033
Loading from: TCGA-LUAD
Loading from: TCGA-LUSC
Loading from: Solid_Tissue_Normal
Finished loading train dataset: 461823 samples
Loading from: TCGA-LUAD
Loading from: TCGA-LUSC
Loading from: Solid_Tissue_Normal
Finished loading valid dataset: 105872 samples
Class encoding:
{'Solid_Tissue_Normal': 0, 'TCGA-LUAD': 1, 'TCGA-LUSC': 2}
cancer_CNN (
  (conv1): BasicConv2d (
    (conv): Conv2d(3, 16, kernel_size=(5, 5), stride=(2, 2), padding=(1, 1))
    (bn): BatchNorm2d(16, eps=0.001, momentum=0.1, affine=True)
    (relu): ReLU ()
    (dropout): Dropout (p = 0.5)
  )
  (conv2): BasicConv2d (
    (conv): Conv2d(16, 32, kernel_size=(3, 3), stride=(1, 1))
    (bn): BatchNorm2d(32, eps=0.001, momentum=0.1, affine=True)
    (relu): ReLU ()
    (dropout): Dropout (p = 0.5)
  )
  (conv3): BasicConv2d (
    (conv): Conv2d(32, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (bn): BatchNorm2d(64, eps=0.001, momentum=0.1, affine=True)
    (relu): ReLU ()
    (dropout): Dropout (p = 0.5)
  )
  (conv4): BasicConv2d (
    (conv): Conv2d(64, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (bn): BatchNorm2d(64, eps=0.001, momentum=0.1, affine=True)
    (relu): ReLU ()
    (dropout): Dropout (p = 0.5)
  )
  (conv5): BasicConv2d (
    (conv): Conv2d(64, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (bn): BatchNorm2d(128, eps=0.001, momentum=0.1, affine=True)
    (relu): ReLU ()
    (dropout): Dropout (p = 0.5)
  )
  (conv6): BasicConv2d (
    (conv): Conv2d(128, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (bn): BatchNorm2d(64, eps=0.001, momentum=0.1, affine=True)
    (relu): ReLU ()
    (dropout): Dropout (p = 0.5)
  )
  (linear): Linear (5184 -> 3)
)
No early stopping implemented
[0/25][498/14432] Training Loss: 0.964292 
[0/25][499/14432] Training Loss: 1.037528 
[0/25][500/14432] Training Loss: 1.003548 
[0/25][501/14432] Training Loss: 1.080773 
[0/25][502/14432] Training Loss: 1.039593 
[0/25][503/14432] Training Loss: 0.967769 
[0/25][504/14432] Training Loss: 0.953534 
[0/25][505/14432] Training Loss: 1.016857 
[0/25][506/14432] Training Loss: 0.970830 
[0/25][507/14432] Training Loss: 0.986132 
[0/25][508/14432] Training Loss: 1.072289 
[0/25][509/14432] Training Loss: 1.045084 
[0/25][510/14432] Training Loss: 1.073091 
[0/25][511/14432] Training Loss: 1.054813 
[0/25][512/14432] Training Loss: 0.961197 
[0/25][513/14432] Training Loss: 0.895865 
[0/25][514/14432] Training Loss: 0.951002 
[0/25][515/14432] Training Loss: 0.960802 
[0/25][516/14432] Training Loss: 0.995868 
[0/25][517/14432] Training Loss: 1.145176 
[0/25][518/14432] Training Loss: 1.098220 
[0/25][519/14432] Training Loss: 0.994770 
[0/25][520/14432] Training Loss: 1.021703 
[0/25][521/14432] Training Loss: 1.113652 
[0/25][522/14432] Training Loss: 0.985017 
[0/25][523/14432] Training Loss: 0.851803 
[0/25][524/14432] Training Loss: 1.000642 
[0/25][525/14432] Training Loss: 1.081134 
[0/25][526/14432] Training Loss: 0.976987 
[0/25][527/14432] Training Loss: 1.062607 
[0/25][528/14432] Training Loss: 1.006537 
[0/25][529/14432] Training Loss: 1.016424 
[0/25][530/14432] Training Loss: 0.993377 
[0/25][531/14432] Training Loss: 0.919585 
[0/25][532/14432] Training Loss: 0.940784 
[0/25][533/14432] Training Loss: 1.069935 
[0/25][534/14432] Training Loss: 1.001749 
[0/25][535/14432] Training Loss: 0.995476 
[0/25][536/14432] Training Loss: 0.981136 
[0/25][537/14432] Training Loss: 1.112597 
[0/25][538/14432] Training Loss: 1.225513 
[0/25][539/14432] Training Loss: 1.004071 
[0/25][540/14432] Training Loss: 1.027416 
[0/25][541/14432] Training Loss: 1.054318 
[0/25][542/14432] Training Loss: 1.053528 
[0/25][543/14432] Training Loss: 0.912781 
[0/25][544/14432] Training Loss: 1.036086 
[0/25][545/14432] Training Loss: 1.020887 
[0/25][546/14432] Training Loss: 1.022030 
[0/25][547/14432] Training Loss: 0.987849 
[0/25][548/14432] Training Loss: 0.988445 
[0/25][549/14432] Training Loss: 0.999933 
[0/25][550/14432] Training Loss: 0.935192 
[0/25][551/14432] Training Loss: 1.096774 
[0/25][552/14432] Training Loss: 0.943500 
[0/25][553/14432] Training Loss: 0.881873 
[0/25][554/14432] Training Loss: 1.036141 
[0/25][555/14432] Training Loss: 1.028367 
[0/25][556/14432] Training Loss: 1.141297 
[0/25][557/14432] Training Loss: 0.980308 
[0/25][558/14432] Training Loss: 0.939025 
[0/25][559/14432] Training Loss: 0.968834 
[0/25][560/14432] Training Loss: 1.049970 
[0/25][561/14432] Training Loss: 1.017558 
[0/25][562/14432] Training Loss: 1.023860 
[0/25][563/14432] Training Loss: 1.023579 
[0/25][564/14432] Training Loss: 0.974615 
[0/25][565/14432] Training Loss: 0.997221 
[0/25][566/14432] Training Loss: 0.985845 
[0/25][567/14432] Training Loss: 0.990191 
[0/25][568/14432] Training Loss: 0.933523 
[0/25][569/14432] Training Loss: 1.106774 
[0/25][570/14432] Training Loss: 0.994085 
[0/25][571/14432] Training Loss: 0.897524 
[0/25][572/14432] Training Loss: 0.994380 
[0/25][573/14432] Training Loss: 0.996173 
[0/25][574/14432] Training Loss: 0.933183 
[0/25][575/14432] Training Loss: 0.951106 
[0/25][576/14432] Training Loss: 0.950561 
[0/25][577/14432] Training Loss: 0.936794 
[0/25][578/14432] Training Loss: 0.964304 
[0/25][579/14432] Training Loss: 1.020728 
[0/25][580/14432] Training Loss: 0.883699 
[0/25][581/14432] Training Loss: 0.927489 
[0/25][582/14432] Training Loss: 0.872334 
[0/25][583/14432] Training Loss: 0.858073 
[0/25][584/14432] Training Loss: 0.895892 
[0/25][585/14432] Training Loss: 1.015035 
[0/25][586/14432] Training Loss: 0.980986 
[0/25][587/14432] Training Loss: 0.974775 
[0/25][588/14432] Training Loss: 0.920801 
[0/25][589/14432] Training Loss: 0.914247 
[0/25][590/14432] Training Loss: 0.914576 
[0/25][591/14432] Training Loss: 0.946570 
[0/25][592/14432] Training Loss: 0.904940 
[0/25][593/14432] Training Loss: 0.842991 
[0/25][594/14432] Training Loss: 1.064278 
[0/25][595/14432] Training Loss: 0.870836 
[0/25][596/14432] Training Loss: 0.880819 
[0/25][597/14432] Training Loss: 0.902905 
[0/25][598/14432] Training Loss: 0.956305 
[0/25][599/14432] Training Loss: 0.888577 
[0/25][600/14432] Training Loss: 0.864543 
[0/25][601/14432] Training Loss: 0.957408 
[0/25][602/14432] Training Loss: 1.092186 
[0/25][603/14432] Training Loss: 0.878988 
[0/25][604/14432] Training Loss: 0.935546 
[0/25][605/14432] Training Loss: 0.864628 
[0/25][606/14432] Training Loss: 1.015061 
[0/25][607/14432] Training Loss: 0.993123 
[0/25][608/14432] Training Loss: 0.991064 
[0/25][609/14432] Training Loss: 1.121658 
[0/25][610/14432] Training Loss: 0.958842 
[0/25][611/14432] Training Loss: 0.807694 
[0/25][612/14432] Training Loss: 0.980952 
[0/25][613/14432] Training Loss: 0.884549 
[0/25][614/14432] Training Loss: 0.973039 
[0/25][615/14432] Training Loss: 0.827971 
[0/25][616/14432] Training Loss: 1.033970 
[0/25][617/14432] Training Loss: 0.916049 
[0/25][618/14432] Training Loss: 0.893505 
[0/25][619/14432] Training Loss: 0.891016 
[0/25][620/14432] Training Loss: 0.932364 
[0/25][621/14432] Training Loss: 0.916366 
[0/25][622/14432] Training Loss: 0.892959 
[0/25][623/14432] Training Loss: 0.798463 
[0/25][624/14432] Training Loss: 0.915266 
[0/25][625/14432] Training Loss: 0.890607 
[0/25][626/14432] Training Loss: 0.873608 
[0/25][627/14432] Training Loss: 0.948477 
[0/25][628/14432] Training Loss: 0.923045 
[0/25][629/14432] Training Loss: 0.885209 
[0/25][630/14432] Training Loss: 0.905636 
[0/25][631/14432] Training Loss: 0.873481 
[0/25][632/14432] Training Loss: 1.235155 
[0/25][633/14432] Training Loss: 1.083328 
[0/25][634/14432] Training Loss: 0.835539 
[0/25][635/14432] Training Loss: 1.083178 
[0/25][636/14432] Training Loss: 1.019046 
[0/25][637/14432] Training Loss: 0.941895 
[0/25][638/14432] Training Loss: 0.945579 
[0/25][639/14432] Training Loss: 0.975009 
[0/25][640/14432] Training Loss: 0.897950 
[0/25][641/14432] Training Loss: 0.918593 
[0/25][642/14432] Training Loss: 0.934437 
[0/25][643/14432] Training Loss: 0.839096 
[0/25][644/14432] Training Loss: 1.031081 
[0/25][645/14432] Training Loss: 0.994402 
[0/25][646/14432] Training Loss: 0.921548 
[0/25][647/14432] Training Loss: 0.975191 
[0/25][648/14432] Training Loss: 0.886226 
[0/25][649/14432] Training Loss: 0.885591 
[0/25][650/14432] Training Loss: 0.963390 
[0/25][651/14432] Training Loss: 0.842916 
[0/25][652/14432] Training Loss: 0.933137 
[0/25][653/14432] Training Loss: 0.865857 
[0/25][654/14432] Training Loss: 0.923067 
[0/25][655/14432] Training Loss: 0.932571 
[0/25][656/14432] Training Loss: 1.014396 
[0/25][657/14432] Training Loss: 0.980028 
[0/25][658/14432] Training Loss: 0.854476 
[0/25][659/14432] Training Loss: 1.002639 
[0/25][660/14432] Training Loss: 1.022231 
[0/25][661/14432] Training Loss: 0.946565 
[0/25][662/14432] Training Loss: 0.912676 
[0/25][663/14432] Training Loss: 0.979846 
[0/25][664/14432] Training Loss: 0.929060 
[0/25][665/14432] Training Loss: 1.008229 
[0/25][666/14432] Training Loss: 0.913983 
[0/25][667/14432] Training Loss: 0.924124 
[0/25][668/14432] Training Loss: 0.981638 
[0/25][669/14432] Training Loss: 0.886519 
[0/25][670/14432] Training Loss: 0.964736 
[0/25][671/14432] Training Loss: 0.993213 
[0/25][672/14432] Training Loss: 0.869574 
[0/25][673/14432] Training Loss: 1.039417 
[0/25][674/14432] Training Loss: 0.976076 
[0/25][675/14432] Training Loss: 0.969910 
[0/25][676/14432] Training Loss: 0.908385 
[0/25][677/14432] Training Loss: 1.023287 
[0/25][678/14432] Training Loss: 0.944518 
[0/25][679/14432] Training Loss: 0.881103 
[0/25][680/14432] Training Loss: 0.851080 
[0/25][681/14432] Training Loss: 0.877523 
[0/25][682/14432] Training Loss: 1.006867 
[0/25][683/14432] Training Loss: 0.984206 
[0/25][684/14432] Training Loss: 0.967022 
[0/25][685/14432] Training Loss: 0.927021 
[0/25][686/14432] Training Loss: 0.984076 
[0/25][687/14432] Training Loss: 0.906765 
[0/25][688/14432] Training Loss: 0.871438 
[0/25][689/14432] Training Loss: 0.912265 
[0/25][690/14432] Training Loss: 0.853553 
[0/25][691/14432] Training Loss: 0.906439 
[0/25][692/14432] Training Loss: 0.876099 
[0/25][693/14432] Training Loss: 0.905320 
[0/25][694/14432] Training Loss: 0.877644 
[0/25][695/14432] Training Loss: 0.885919 
[0/25][696/14432] Training Loss: 0.864540 
[0/25][697/14432] Training Loss: 0.842533 
[0/25][698/14432] Training Loss: 0.916339 
[0/25][699/14432] Training Loss: 0.873186 
[0/25][700/14432] Training Loss: 1.074873 
[0/25][701/14432] Training Loss: 0.955941 
[0/25][702/14432] Training Loss: 0.857774 
[0/25][703/14432] Training Loss: 0.878902 
[0/25][704/14432] Training Loss: 0.953621 
[0/25][705/14432] Training Loss: 0.816132 
[0/25][706/14432] Training Loss: 0.851368 
[0/25][707/14432] Training Loss: 0.899486 
[0/25][708/14432] Training Loss: 0.788287 
[0/25][709/14432] Training Loss: 0.837828 
[0/25][710/14432] Training Loss: 0.959562 
[0/25][711/14432] Training Loss: 0.905779 
[0/25][712/14432] Training Loss: 0.896092 
[0/25][713/14432] Training Loss: 0.845881 
[0/25][714/14432] Training Loss: 0.899292 
[0/25][715/14432] Training Loss: 0.941522 
[0/25][716/14432] Training Loss: 0.979434 
[0/25][717/14432] Training Loss: 0.896619 
[0/25][718/14432] Training Loss: 0.938163 
[0/25][719/14432] Training Loss: 0.818366 
[0/25][720/14432] Training Loss: 0.954461 
[0/25][721/14432] Training Loss: 0.878212 
[0/25][722/14432] Training Loss: 0.842865 
[0/25][723/14432] Training Loss: 0.785407 
[0/25][724/14432] Training Loss: 0.790029 
[0/25][725/14432] Training Loss: 0.984074 
[0/25][726/14432] Training Loss: 1.080680 
[0/25][727/14432] Training Loss: 0.844230 
[0/25][728/14432] Training Loss: 0.948877 
[0/25][729/14432] Training Loss: 0.823260 
[0/25][730/14432] Training Loss: 1.028587 
[0/25][731/14432] Training Loss: 0.912953 
[0/25][732/14432] Training Loss: 0.827711 
[0/25][733/14432] Training Loss: 0.889242 
[0/25][734/14432] Training Loss: 0.821976 
[0/25][735/14432] Training Loss: 0.957797 
[0/25][736/14432] Training Loss: 0.920708 
[0/25][737/14432] Training Loss: 0.799335 
[0/25][738/14432] Training Loss: 0.822696 
[0/25][739/14432] Training Loss: 0.811316 
[0/25][740/14432] Training Loss: 0.862616 
[0/25][741/14432] Training Loss: 1.135599 
[0/25][742/14432] Training Loss: 0.978217 
[0/25][743/14432] Training Loss: 0.955311 
[0/25][744/14432] Training Loss: 0.867595 
[0/25][745/14432] Training Loss: 0.893157 
[0/25][746/14432] Training Loss: 1.111360 
[0/25][747/14432] Training Loss: 0.827947 
[0/25][748/14432] Training Loss: 0.859467 
[0/25][749/14432] Training Loss: 0.991203 
[0/25][750/14432] Training Loss: 0.942909 
[0/25][751/14432] Training Loss: 1.116765 
[0/25][752/14432] Training Loss: 1.015530 
[0/25][753/14432] Training Loss: 0.829949 
[0/25][754/14432] Training Loss: 0.841400 
[0/25][755/14432] Training Loss: 0.830534 
[0/25][756/14432] Training Loss: 0.839141 
[0/25][757/14432] Training Loss: 0.933051 
[0/25][758/14432] Training Loss: 0.940445 
[0/25][759/14432] Training Loss: 0.848320 
[0/25][760/14432] Training Loss: 0.950672 
[0/25][761/14432] Training Loss: 0.916147 
[0/25][762/14432] Training Loss: 0.835820 
[0/25][763/14432] Training Loss: 1.012995 
[0/25][764/14432] Training Loss: 0.883450 
[0/25][765/14432] Training Loss: 0.893465 
[0/25][766/14432] Training Loss: 0.956878 
[0/25][767/14432] Training Loss: 0.877009 
[0/25][768/14432] Training Loss: 0.980239 
[0/25][769/14432] Training Loss: 1.045141 
[0/25][770/14432] Training Loss: 0.954338 
[0/25][771/14432] Training Loss: 0.887491 
[0/25][772/14432] Training Loss: 1.000971 
[0/25][773/14432] Training Loss: 0.980209 
[0/25][774/14432] Training Loss: 0.974183 
[0/25][775/14432] Training Loss: 0.846838 
[0/25][776/14432] Training Loss: 1.101715 
[0/25][777/14432] Training Loss: 0.846670 
[0/25][778/14432] Training Loss: 0.880217 
[0/25][779/14432] Training Loss: 1.048200 
[0/25][780/14432] Training Loss: 0.918927 
[0/25][781/14432] Training Loss: 0.971635 
[0/25][782/14432] Training Loss: 0.833684 
[0/25][783/14432] Training Loss: 0.985350 
[0/25][784/14432] Training Loss: 0.935829 
[0/25][785/14432] Training Loss: 0.961285 
[0/25][786/14432] Training Loss: 0.981924 
[0/25][787/14432] Training Loss: 0.873462 
[0/25][788/14432] Training Loss: 0.913488 
[0/25][789/14432] Training Loss: 1.103790 
[0/25][790/14432] Training Loss: 0.907574 
[0/25][791/14432] Training Loss: 0.843778 
[0/25][792/14432] Training Loss: 1.066661 
[0/25][793/14432] Training Loss: 0.962889 
[0/25][794/14432] Training Loss: 0.939583 
[0/25][795/14432] Training Loss: 0.863872 
[0/25][796/14432] Training Loss: 1.015974 
[0/25][797/14432] Training Loss: 0.926806 
[0/25][798/14432] Training Loss: 0.958664 
[0/25][799/14432] Training Loss: 0.839943 
[0/25][800/14432] Training Loss: 0.865117 
[0/25][801/14432] Training Loss: 0.895669 
[0/25][802/14432] Training Loss: 0.995528 
[0/25][803/14432] Training Loss: 0.907242 
[0/25][804/14432] Training Loss: 0.905085 
[0/25][805/14432] Training Loss: 0.902488 
[0/25][806/14432] Training Loss: 0.880140 
[0/25][807/14432] Training Loss: 0.886011 
[0/25][808/14432] Training Loss: 1.001051 
[0/25][809/14432] Training Loss: 0.916726 
[0/25][810/14432] Training Loss: 0.925189 
[0/25][811/14432] Training Loss: 1.031725 
[0/25][812/14432] Training Loss: 1.043537 
[0/25][813/14432] Training Loss: 0.986906 
[0/25][814/14432] Training Loss: 1.007516 
[0/25][815/14432] Training Loss: 0.957659 
[0/25][816/14432] Training Loss: 0.962222 
[0/25][817/14432] Training Loss: 0.947038 
[0/25][818/14432] Training Loss: 0.941367 
[0/25][819/14432] Training Loss: 0.883010 
[0/25][820/14432] Training Loss: 0.845500 
[0/25][821/14432] Training Loss: 0.883754 
[0/25][822/14432] Training Loss: 1.043129 
[0/25][823/14432] Training Loss: 0.952805 
[0/25][824/14432] Training Loss: 0.846473 
[0/25][825/14432] Training Loss: 0.998157 
[0/25][826/14432] Training Loss: 0.795903 
[0/25][827/14432] Training Loss: 0.810629 
[0/25][828/14432] Training Loss: 0.961336 
[0/25][829/14432] Training Loss: 0.842015 
[0/25][830/14432] Training Loss: 1.024067 
[0/25][831/14432] Training Loss: 0.990473 
[0/25][832/14432] Training Loss: 1.055636 
[0/25][833/14432] Training Loss: 0.916826 
[0/25][834/14432] Training Loss: 0.894028 
[0/25][835/14432] Training Loss: 0.898596 
[0/25][836/14432] Training Loss: 0.949226 
[0/25][837/14432] Training Loss: 0.934132 
[0/25][838/14432] Training Loss: 0.847723 
[0/25][839/14432] Training Loss: 0.979015 
[0/25][840/14432] Training Loss: 0.984024 
[0/25][841/14432] Training Loss: 0.940589 
[0/25][842/14432] Training Loss: 0.915085 
[0/25][843/14432] Training Loss: 0.997186 
[0/25][844/14432] Training Loss: 0.828842 
[0/25][845/14432] Training Loss: 0.897195 
[0/25][846/14432] Training Loss: 0.877325 
[0/25][847/14432] Training Loss: 0.894155 
[0/25][848/14432] Training Loss: 1.023617 
[0/25][849/14432] Training Loss: 0.815273 
[0/25][850/14432] Training Loss: 0.926011 
[0/25][851/14432] Training Loss: 0.843736 
[0/25][852/14432] Training Loss: 0.849204 
[0/25][853/14432] Training Loss: 0.839640 
[0/25][854/14432] Training Loss: 1.082194 
[0/25][855/14432] Training Loss: 0.932926 
[0/25][856/14432] Training Loss: 0.876776 
[0/25][857/14432] Training Loss: 0.867338 
[0/25][858/14432] Training Loss: 0.954841 
[0/25][859/14432] Training Loss: 0.963997 
[0/25][860/14432] Training Loss: 0.875743 
[0/25][861/14432] Training Loss: 0.933541 
[0/25][862/14432] Training Loss: 0.869586 
[0/25][863/14432] Training Loss: 0.887257 
[0/25][864/14432] Training Loss: 1.009949 
[0/25][865/14432] Training Loss: 0.841164 
[0/25][866/14432] Training Loss: 0.889702 
[0/25][867/14432] Training Loss: 0.931483 
[0/25][868/14432] Training Loss: 0.936022 
[0/25][869/14432] Training Loss: 0.883519 
[0/25][870/14432] Training Loss: 0.904054 
[0/25][871/14432] Training Loss: 0.897806 
[0/25][872/14432] Training Loss: 1.043240 
[0/25][873/14432] Training Loss: 1.024543 
[0/25][874/14432] Training Loss: 0.917729 
[0/25][875/14432] Training Loss: 0.899088 
[0/25][876/14432] Training Loss: 0.930713 
[0/25][877/14432] Training Loss: 1.006669 
[0/25][878/14432] Training Loss: 0.877325 
[0/25][879/14432] Training Loss: 0.858630 
[0/25][880/14432] Training Loss: 1.004888 
[0/25][881/14432] Training Loss: 0.924647 
[0/25][882/14432] Training Loss: 0.832891 
[0/25][883/14432] Training Loss: 0.929915 
[0/25][884/14432] Training Loss: 0.941349 
[0/25][885/14432] Training Loss: 0.845508 
[0/25][886/14432] Training Loss: 0.938644 
[0/25][887/14432] Training Loss: 0.897730 
[0/25][888/14432] Training Loss: 0.920266 
[0/25][889/14432] Training Loss: 0.923666 
[0/25][890/14432] Training Loss: 0.851233 
[0/25][891/14432] Training Loss: 0.845936 
[0/25][892/14432] Training Loss: 0.971384 
[0/25][893/14432] Training Loss: 0.845227 
[0/25][894/14432] Training Loss: 0.891389 
[0/25][895/14432] Training Loss: 0.906134 
[0/25][896/14432] Training Loss: 0.943261 
[0/25][897/14432] Training Loss: 0.838223 
[0/25][898/14432] Training Loss: 0.935051 
[0/25][899/14432] Training Loss: 0.875937 
[0/25][900/14432] Training Loss: 0.828774 
[0/25][901/14432] Training Loss: 0.799398 
[0/25][902/14432] Training Loss: 1.084142 
[0/25][903/14432] Training Loss: 0.921808 
[0/25][904/14432] Training Loss: 0.852154 
[0/25][905/14432] Training Loss: 0.910201 
[0/25][906/14432] Training Loss: 1.038782 
[0/25][907/14432] Training Loss: 1.011359 
[0/25][908/14432] Training Loss: 0.852205 
[0/25][909/14432] Training Loss: 0.966000 
[0/25][910/14432] Training Loss: 1.027870 
[0/25][911/14432] Training Loss: 0.912324 
[0/25][912/14432] Training Loss: 0.819559 
[0/25][913/14432] Training Loss: 0.871510 
[0/25][914/14432] Training Loss: 1.023360 
[0/25][915/14432] Training Loss: 0.821280 
[0/25][916/14432] Training Loss: 0.902938 
[0/25][917/14432] Training Loss: 0.832339 
[0/25][918/14432] Training Loss: 0.956138 
[0/25][919/14432] Training Loss: 0.873232 
[0/25][920/14432] Training Loss: 1.050286 
[0/25][921/14432] Training Loss: 0.916926 
[0/25][922/14432] Training Loss: 1.090112 
[0/25][923/14432] Training Loss: 0.920025 
[0/25][924/14432] Training Loss: 0.902340 
[0/25][925/14432] Training Loss: 0.914521 
[0/25][926/14432] Training Loss: 0.965867 
[0/25][927/14432] Training Loss: 0.882827 
[0/25][928/14432] Training Loss: 1.004655 
[0/25][929/14432] Training Loss: 0.845957 
[0/25][930/14432] Training Loss: 0.809081 
[0/25][931/14432] Training Loss: 0.910799 
[0/25][932/14432] Training Loss: 0.980861 
[0/25][933/14432] Training Loss: 0.817873 
[0/25][934/14432] Training Loss: 0.938316 
[0/25][935/14432] Training Loss: 0.777166 
[0/25][936/14432] Training Loss: 0.936837 
[0/25][937/14432] Training Loss: 0.947579 
[0/25][938/14432] Training Loss: 1.015481 
[0/25][939/14432] Training Loss: 0.803247 
[0/25][940/14432] Training Loss: 0.988196 
[0/25][941/14432] Training Loss: 0.856879 
[0/25][942/14432] Training Loss: 0.885485 
[0/25][943/14432] Training Loss: 0.881671 
[0/25][944/14432] Training Loss: 0.982575 
[0/25][945/14432] Training Loss: 1.030766 
[0/25][946/14432] Training Loss: 1.046491 
[0/25][947/14432] Training Loss: 0.795995 
[0/25][948/14432] Training Loss: 0.897967 
[0/25][949/14432] Training Loss: 0.829581 
[0/25][950/14432] Training Loss: 1.049787 
[0/25][951/14432] Training Loss: 0.862006 
[0/25][952/14432] Training Loss: 0.991849 
[0/25][953/14432] Training Loss: 0.913538 
[0/25][954/14432] Training Loss: 0.945031 
[0/25][955/14432] Training Loss: 0.851127 
[0/25][956/14432] Training Loss: 0.879465 
[0/25][957/14432] Training Loss: 0.856335 
[0/25][958/14432] Training Loss: 0.862952 
[0/25][959/14432] Training Loss: 0.900047 
[0/25][960/14432] Training Loss: 1.023600 
[0/25][961/14432] Training Loss: 0.938139 
[0/25][962/14432] Training Loss: 0.913774 
[0/25][963/14432] Training Loss: 0.916682 
[0/25][964/14432] Training Loss: 0.803127 
[0/25][965/14432] Training Loss: 0.865569 
[0/25][966/14432] Training Loss: 1.013869 
[0/25][967/14432] Training Loss: 0.913847 
[0/25][968/14432] Training Loss: 1.065243 
[0/25][969/14432] Training Loss: 0.972329 
[0/25][970/14432] Training Loss: 0.857636 
[0/25][971/14432] Training Loss: 0.951791 
[0/25][972/14432] Training Loss: 0.963430 
[0/25][973/14432] Training Loss: 0.965893 
[0/25][974/14432] Training Loss: 0.876013 
[0/25][975/14432] Training Loss: 0.884845 
[0/25][976/14432] Training Loss: 0.843463 
[0/25][977/14432] Training Loss: 0.998820 
[0/25][978/14432] Training Loss: 0.876462 
[0/25][979/14432] Training Loss: 0.797435 
[0/25][980/14432] Training Loss: 0.964245 
[0/25][981/14432] Training Loss: 1.063481 
[0/25][982/14432] Training Loss: 0.854743 
[0/25][983/14432] Training Loss: 0.876980 
[0/25][984/14432] Training Loss: 0.949355 
[0/25][985/14432] Training Loss: 1.016791 
[0/25][986/14432] Training Loss: 0.940177 
[0/25][987/14432] Training Loss: 0.946144 
[0/25][988/14432] Training Loss: 0.891059 
[0/25][989/14432] Training Loss: 0.911639 
[0/25][990/14432] Training Loss: 0.873060 
[0/25][991/14432] Training Loss: 1.090301 
[0/25][992/14432] Training Loss: 0.946281 
[0/25][993/14432] Training Loss: 0.839583 
[0/25][994/14432] Training Loss: 0.982425 
[0/25][995/14432] Training Loss: 0.938146 
[0/25][996/14432] Training Loss: 0.891626 
[0/25][997/14432] Training Loss: 0.888037 
[0/25][998/14432] Training Loss: 0.871119 
[0/25][999/14432] Training Loss: 0.840484 
[0/25][1000/14432] Training Loss: 1.036128 
[0/25][1001/14432] Training Loss: 0.852144 
[0/25][1002/14432] Training Loss: 0.948732 
[0/25][1003/14432] Training Loss: 0.945069 
[0/25][1004/14432] Training Loss: 0.844636 
[0/25][1005/14432] Training Loss: 0.947262 
[0/25][1006/14432] Training Loss: 0.897965 
[0/25][1007/14432] Training Loss: 1.051425 
[0/25][1008/14432] Training Loss: 0.873894 
[0/25][1009/14432] Training Loss: 0.961678 
[0/25][1010/14432] Training Loss: 0.954132 
[0/25][1011/14432] Training Loss: 0.995957 
[0/25][1012/14432] Training Loss: 1.000376 
[0/25][1013/14432] Training Loss: 1.025768 
[0/25][1014/14432] Training Loss: 0.803682 
[0/25][1015/14432] Training Loss: 0.943656 
[0/25][1016/14432] Training Loss: 1.001843 
[0/25][1017/14432] Training Loss: 0.821317 
[0/25][1018/14432] Training Loss: 0.864520 
[0/25][1019/14432] Training Loss: 0.855573 
[0/25][1020/14432] Training Loss: 0.894772 
[0/25][1021/14432] Training Loss: 0.988580 
[0/25][1022/14432] Training Loss: 0.842745 
[0/25][1023/14432] Training Loss: 1.049192 
[0/25][1024/14432] Training Loss: 0.854943 
[0/25][1025/14432] Training Loss: 0.874017 
[0/25][1026/14432] Training Loss: 0.838087 
[0/25][1027/14432] Training Loss: 0.834593 
[0/25][1028/14432] Training Loss: 0.979626 
[0/25][1029/14432] Training Loss: 0.922235 
[0/25][1030/14432] Training Loss: 0.930498 
[0/25][1031/14432] Training Loss: 0.896940 
[0/25][1032/14432] Training Loss: 0.994629 
[0/25][1033/14432] Training Loss: 0.898408 
[0/25][1034/14432] Training Loss: 0.935160 
[0/25][1035/14432] Training Loss: 0.912859 
[0/25][1036/14432] Training Loss: 0.776433 
[0/25][1037/14432] Training Loss: 0.991968 
[0/25][1038/14432] Training Loss: 0.881615 
[0/25][1039/14432] Training Loss: 1.028089 
[0/25][1040/14432] Training Loss: 1.033320 
[0/25][1041/14432] Training Loss: 0.872852 
[0/25][1042/14432] Training Loss: 0.869405 
[0/25][1043/14432] Training Loss: 0.853426 
[0/25][1044/14432] Training Loss: 0.889631 
[0/25][1045/14432] Training Loss: 0.856322 
[0/25][1046/14432] Training Loss: 1.019561 
[0/25][1047/14432] Training Loss: 0.953184 
